,VideoID,Attention,Mediation,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,age,gender
10511,1.0,51.0,69.0,146312.0,873917.0,119248.0,149113.0,97800.0,56622.0,34083.0,28505.0,25,1
8777,8.0,0.0,0.0,1179347.0,226741.0,185601.0,87427.0,36299.0,181834.0,87398.0,88032.0,24,1
8612,6.0,0.0,0.0,859634.0,101159.0,20486.0,39096.0,29438.0,200855.0,312131.0,91533.0,24,1
9152,1.0,69.0,54.0,218996.0,77451.0,25117.0,4230.0,9855.0,26962.0,16163.0,13022.0,25,1
368,2.0,3.0,41.0,3958185.0,418117.0,14031.0,66291.0,73362.0,40369.0,48230.0,38203.0,25,1
10737,3.0,74.0,57.0,239846.0,50028.0,6537.0,1605.0,1771.0,4685.0,1910.0,1897.0,25,1
3593,8.0,64.0,54.0,16760.0,7832.0,6025.0,3105.0,14482.0,10491.0,5381.0,2204.0,31,1
1415,1.0,40.0,70.0,1727727.0,406539.0,129328.0,39850.0,58684.0,16609.0,9256.0,5044.0,24,1
10408,1.0,48.0,66.0,1038236.0,147754.0,13711.0,42338.0,11993.0,38932.0,13249.0,5430.0,25,1
12699,9.0,50.0,41.0,1930606.0,90495.0,63017.0,26124.0,17537.0,84202.0,6726.0,1901.0,24,0
9129,0.0,40.0,53.0,6669.0,23210.0,8930.0,8980.0,14719.0,30323.0,22408.0,14445.0,25,1
8545,6.0,0.0,0.0,147891.0,161650.0,29548.0,22102.0,83518.0,30817.0,16836.0,10379.0,24,1
5513,2.0,21.0,43.0,60790.0,20147.0,500.0,3898.0,2831.0,3025.0,1364.0,691.0,24,1
5851,5.0,57.0,57.0,3074.0,10153.0,7429.0,7455.0,5495.0,7994.0,8289.0,5956.0,24,1
1721,3.0,23.0,60.0,230925.0,88864.0,33862.0,8118.0,6536.0,4182.0,3016.0,662.0,24,1
10605,2.0,27.0,38.0,583050.0,725172.0,4916.0,30291.0,21393.0,21276.0,10999.0,5354.0,25,1
4060,1.0,61.0,61.0,295985.0,63660.0,34651.0,8980.0,5801.0,8543.0,5333.0,2320.0,28,0
12345,6.0,26.0,48.0,945127.0,120876.0,125242.0,36673.0,86470.0,48548.0,36685.0,7592.0,24,0
1824,4.0,64.0,51.0,422774.0,155703.0,2358.0,14479.0,11198.0,8898.0,3775.0,6269.0,24,1
10727,3.0,47.0,41.0,229878.0,16644.0,5419.0,4587.0,5854.0,3581.0,8798.0,3744.0,25,1
5168,0.0,66.0,60.0,490400.0,157867.0,151232.0,38451.0,42849.0,13624.0,10091.0,13292.0,24,1
10305,0.0,50.0,54.0,378838.0,83651.0,19241.0,20975.0,33530.0,18043.0,15740.0,5573.0,25,1
7837,0.0,0.0,0.0,376889.0,531755.0,163548.0,125417.0,114714.0,177546.0,75135.0,51003.0,24,1
3232,5.0,70.0,64.0,68968.0,75255.0,13561.0,8163.0,19910.0,14943.0,12295.0,3045.0,31,1
1918,4.0,56.0,66.0,795698.0,53552.0,7126.0,6123.0,24986.0,2792.0,892.0,1283.0,24,1
8382,5.0,0.0,0.0,632248.0,233505.0,92773.0,31746.0,130542.0,107209.0,170241.0,58830.0,24,1
1569,2.0,44.0,50.0,16653.0,31500.0,8302.0,3260.0,7720.0,6063.0,2173.0,2264.0,24,1
6508,0.0,69.0,64.0,53784.0,21694.0,1827.0,2366.0,1601.0,5481.0,1262.0,351.0,24,1
347,2.0,37.0,23.0,597515.0,166776.0,34563.0,7742.0,18597.0,30397.0,46264.0,13178.0,25,1
1242,9.0,61.0,60.0,296389.0,50506.0,12352.0,13042.0,11155.0,13407.0,30932.0,4864.0,25,1
5344,1.0,57.0,74.0,1425228.0,52842.0,36753.0,22380.0,21022.0,16325.0,26398.0,11471.0,24,1
9676,5.0,21.0,67.0,1673625.0,38506.0,16106.0,30312.0,11648.0,14389.0,15499.0,3609.0,25,1
10076,8.0,51.0,40.0,473299.0,243123.0,30640.0,9155.0,60655.0,28625.0,19407.0,18783.0,25,1
9192,1.0,38.0,47.0,197262.0,342199.0,27193.0,7222.0,12823.0,13633.0,14511.0,10267.0,25,1
4822,7.0,51.0,56.0,1422235.0,316735.0,94639.0,48564.0,39018.0,26108.0,9335.0,7797.0,28,0
11168,6.0,40.0,26.0,934160.0,613945.0,58401.0,38810.0,44913.0,28890.0,17156.0,7998.0,25,1
4731,6.0,47.0,51.0,1220371.0,282941.0,136006.0,17805.0,19050.0,34642.0,19477.0,4314.0,28,0
11630,0.0,30.0,50.0,1191090.0,566366.0,171639.0,51503.0,18582.0,48957.0,66306.0,6735.0,24,0
10013,7.0,54.0,41.0,26846.0,24096.0,39448.0,25606.0,77164.0,25450.0,26308.0,34411.0,25,1
7946,1.0,0.0,0.0,299617.0,203482.0,37746.0,59492.0,9314.0,258979.0,210951.0,52112.0,24,1
6632,1.0,69.0,54.0,594360.0,31793.0,3747.0,4798.0,25770.0,9273.0,2842.0,1326.0,24,1
10630,2.0,75.0,61.0,151572.0,25099.0,14101.0,4095.0,3351.0,2316.0,4826.0,917.0,25,1
4759,6.0,47.0,70.0,1302058.0,234065.0,27779.0,42977.0,53339.0,12160.0,19009.0,7019.0,28,0
11488,9.0,29.0,48.0,1014384.0,48217.0,45870.0,15259.0,11495.0,9080.0,4129.0,2731.0,25,1
9468,3.0,20.0,56.0,19713.0,20275.0,2219.0,875.0,1538.0,1075.0,592.0,259.0,25,1
10895,4.0,50.0,47.0,458562.0,173510.0,28369.0,26425.0,10121.0,13427.0,5468.0,3273.0,25,1
1222,9.0,43.0,51.0,2026501.0,210579.0,7746.0,35292.0,146567.0,26585.0,41235.0,8105.0,25,1
4738,6.0,43.0,53.0,426284.0,85370.0,28229.0,27410.0,9758.0,12024.0,4970.0,1399.0,28,0
2134,6.0,38.0,63.0,1133215.0,87200.0,11205.0,5777.0,12632.0,4330.0,3052.0,1110.0,24,1
11231,7.0,50.0,40.0,617579.0,735366.0,30420.0,120722.0,3566.0,32617.0,31628.0,9143.0,25,1
7250,6.0,27.0,81.0,656762.0,160360.0,31775.0,27502.0,14747.0,15210.0,5315.0,1721.0,24,1
7492,8.0,29.0,56.0,141704.0,55456.0,4216.0,6025.0,5493.0,4266.0,3464.0,663.0,24,1
509,3.0,37.0,56.0,925380.0,265757.0,108166.0,11332.0,14277.0,120129.0,49412.0,22092.0,25,1
8950,9.0,0.0,0.0,679185.0,41828.0,10902.0,20054.0,33139.0,25801.0,13428.0,22519.0,24,1
7457,7.0,43.0,48.0,536792.0,165423.0,87442.0,36814.0,42120.0,35320.0,21881.0,5760.0,24,1
748,5.0,41.0,87.0,1154133.0,541342.0,93068.0,38702.0,57086.0,60995.0,38934.0,35723.0,25,1
1259,9.0,69.0,35.0,143803.0,119188.0,12399.0,11924.0,60105.0,48439.0,36495.0,10540.0,25,1
1888,4.0,38.0,67.0,191201.0,52059.0,7088.0,8174.0,4773.0,1297.0,902.0,793.0,24,1
711,5.0,56.0,40.0,1412146.0,166257.0,16389.0,9758.0,10488.0,14317.0,14389.0,15633.0,25,1
11226,7.0,57.0,38.0,328781.0,282364.0,10904.0,21651.0,26634.0,21382.0,21864.0,7053.0,25,1
12241,5.0,34.0,4.0,580920.0,423188.0,34617.0,66073.0,59920.0,52869.0,75992.0,46190.0,24,0
10559,2.0,37.0,48.0,746615.0,82040.0,75033.0,11501.0,7877.0,4253.0,6537.0,5584.0,25,1
10323,0.0,81.0,53.0,357107.0,29859.0,362.0,17138.0,9773.0,32043.0,8814.0,12928.0,25,1
6113,7.0,27.0,35.0,20021.0,7118.0,2623.0,4383.0,13745.0,14112.0,20116.0,8049.0,24,1
3329,5.0,53.0,83.0,9230.0,4941.0,2192.0,11170.0,10618.0,9415.0,8240.0,6822.0,31,1
3293,5.0,80.0,63.0,5590.0,9566.0,11602.0,7193.0,11140.0,8634.0,2793.0,7461.0,31,1
11696,1.0,77.0,14.0,819856.0,147339.0,94844.0,50347.0,12774.0,56090.0,25160.0,10575.0,24,0
10102,8.0,27.0,30.0,631035.0,106439.0,15925.0,13148.0,9324.0,34642.0,21085.0,14695.0,25,1
11565,0.0,41.0,47.0,601811.0,103504.0,5175.0,15173.0,6603.0,28981.0,15596.0,1199.0,24,0
11149,6.0,57.0,50.0,1394174.0,210386.0,17777.0,43892.0,9121.0,50836.0,13833.0,6095.0,25,1
9156,1.0,43.0,24.0,1018378.0,103232.0,12822.0,10943.0,38844.0,8613.0,7579.0,4332.0,25,1
104,0.0,51.0,40.0,354627.0,30185.0,12524.0,3197.0,9053.0,13299.0,21645.0,3046.0,25,1
1794,4.0,54.0,64.0,11932.0,15836.0,11632.0,12500.0,10984.0,4436.0,2481.0,2987.0,24,1
2386,8.0,57.0,54.0,186293.0,62070.0,14083.0,7767.0,8531.0,9206.0,8335.0,2276.0,24,1
4705,6.0,40.0,41.0,190119.0,32059.0,17382.0,2177.0,8192.0,4463.0,1138.0,967.0,28,0
6064,6.0,53.0,26.0,382740.0,101033.0,8566.0,4717.0,18407.0,22221.0,11062.0,15641.0,24,1
1658,2.0,56.0,80.0,39423.0,27542.0,13668.0,17935.0,17883.0,10708.0,2269.0,3916.0,24,1
212,1.0,51.0,63.0,1683654.0,191088.0,82872.0,53364.0,17686.0,69352.0,93798.0,36011.0,25,1
8358,4.0,0.0,0.0,421530.0,218649.0,8307.0,34587.0,55908.0,308112.0,642433.0,105305.0,24,1
12069,3.0,26.0,50.0,1373749.0,139282.0,30921.0,30893.0,24060.0,17573.0,10356.0,3198.0,24,0
1359,0.0,34.0,47.0,98746.0,50174.0,8297.0,20313.0,14787.0,4697.0,1556.0,2072.0,24,1
334,2.0,37.0,64.0,1648631.0,82781.0,49654.0,22537.0,30366.0,26724.0,28701.0,22544.0,25,1
5848,5.0,75.0,48.0,8581.0,19718.0,1845.0,4640.0,7966.0,9039.0,8621.0,5585.0,24,1
3110,4.0,57.0,74.0,6090.0,7618.0,5554.0,9521.0,22694.0,10618.0,4800.0,7272.0,31,1
792,6.0,44.0,56.0,1505164.0,91418.0,7860.0,18880.0,19394.0,43893.0,12144.0,10002.0,25,1
233,1.0,29.0,30.0,1314046.0,36097.0,13028.0,5092.0,38636.0,6591.0,7341.0,1836.0,25,1
10988,5.0,27.0,48.0,1239250.0,258701.0,50585.0,10702.0,32537.0,33393.0,22248.0,3160.0,25,1
1064,8.0,80.0,87.0,802429.0,67848.0,209138.0,42171.0,65116.0,78834.0,151751.0,24589.0,25,1
209,1.0,47.0,74.0,2288027.0,109429.0,98931.0,72193.0,40445.0,62149.0,86928.0,23723.0,25,1
9812,6.0,93.0,54.0,11904.0,17339.0,6999.0,18740.0,9049.0,27215.0,12884.0,7955.0,25,1
12703,9.0,51.0,74.0,601528.0,40294.0,6378.0,16697.0,9841.0,15944.0,9498.0,1306.0,24,0
7188,5.0,67.0,37.0,303656.0,41114.0,16340.0,7389.0,2961.0,7837.0,2049.0,417.0,24,1
10842,4.0,24.0,43.0,1230231.0,62575.0,1504.0,14775.0,5740.0,7622.0,3033.0,3878.0,25,1
2413,8.0,47.0,44.0,404300.0,97056.0,16983.0,31825.0,21354.0,36128.0,16314.0,26063.0,24,1
6339,9.0,37.0,57.0,110553.0,72950.0,11020.0,7359.0,21519.0,11546.0,3445.0,2504.0,24,1
7316,6.0,41.0,61.0,1635631.0,547400.0,399886.0,126426.0,112171.0,149724.0,107414.0,9897.0,24,1
9899,7.0,23.0,26.0,445715.0,60345.0,6434.0,6316.0,7706.0,21265.0,7532.0,4516.0,25,1
11989,3.0,43.0,67.0,448037.0,35933.0,6960.0,16291.0,2354.0,32766.0,772.0,622.0,24,0
871,6.0,44.0,47.0,401080.0,42280.0,1564.0,5728.0,6516.0,24144.0,6355.0,4897.0,25,1
1263,0.0,56.0,61.0,1932255.0,203451.0,49856.0,126151.0,23660.0,21476.0,15950.0,15970.0,24,1
1618,2.0,38.0,43.0,234379.0,28764.0,2541.0,1773.0,2584.0,986.0,324.0,568.0,24,1
2414,8.0,35.0,35.0,116250.0,62396.0,10202.0,13182.0,4768.0,2506.0,1015.0,737.0,24,1
8918,9.0,0.0,0.0,802533.0,359549.0,147208.0,87202.0,41161.0,116353.0,170980.0,127853.0,24,1
1220,9.0,67.0,44.0,263490.0,49584.0,10740.0,8186.0,12073.0,8725.0,7033.0,1775.0,25,1
1765,3.0,24.0,4.0,1602013.0,170082.0,7935.0,2227.0,8326.0,6101.0,2338.0,1511.0,24,1
9418,3.0,29.0,63.0,616273.0,108754.0,66029.0,7389.0,18034.0,20610.0,15594.0,8442.0,25,1
6414,9.0,41.0,74.0,23695.0,6487.0,14808.0,23033.0,14132.0,6091.0,5277.0,5707.0,24,1
11395,8.0,16.0,24.0,682538.0,153755.0,12064.0,6858.0,3908.0,10108.0,9148.0,5026.0,25,1
2001,5.0,61.0,43.0,35615.0,25984.0,12009.0,28543.0,11798.0,11314.0,3659.0,4583.0,24,1
6975,3.0,26.0,40.0,628637.0,213910.0,10480.0,22149.0,14421.0,7500.0,4875.0,2952.0,24,1
5049,9.0,41.0,66.0,994093.0,1681402.0,289470.0,472594.0,150335.0,100997.0,89707.0,32233.0,28,0
9743,5.0,16.0,53.0,1223211.0,674467.0,71389.0,36188.0,16401.0,41631.0,10497.0,11072.0,25,1
3582,8.0,64.0,48.0,3033.0,8740.0,1698.0,5210.0,4702.0,11602.0,3691.0,4119.0,31,1
2523,9.0,50.0,61.0,32594.0,32534.0,2692.0,10674.0,27179.0,8419.0,2214.0,2472.0,24,1
8161,3.0,0.0,0.0,2145074.0,248808.0,61373.0,66802.0,173152.0,67333.0,118606.0,61894.0,24,1
4634,5.0,44.0,38.0,887322.0,217009.0,16380.0,17026.0,58530.0,13132.0,6666.0,4021.0,28,0
3078,3.0,40.0,69.0,11990.0,11272.0,4562.0,4759.0,10624.0,3096.0,2872.0,1584.0,31,1
12238,5.0,50.0,17.0,163118.0,395702.0,37509.0,17856.0,16823.0,28364.0,30689.0,5130.0,24,0
6075,7.0,38.0,47.0,86446.0,41985.0,6382.0,2532.0,1624.0,1659.0,1850.0,1846.0,24,1
9787,6.0,34.0,60.0,84414.0,53382.0,1986.0,12090.0,6762.0,6969.0,10356.0,7166.0,25,1
12016,3.0,60.0,50.0,947589.0,77950.0,82447.0,27291.0,15100.0,13164.0,33390.0,2039.0,24,0
10110,8.0,50.0,61.0,174504.0,96159.0,14706.0,47461.0,34030.0,29079.0,28907.0,23944.0,25,1
2165,6.0,24.0,61.0,793665.0,444860.0,149236.0,30308.0,35927.0,48984.0,22876.0,20274.0,24,1
617,4.0,100.0,23.0,124858.0,9641.0,3383.0,5267.0,8029.0,45824.0,17726.0,11410.0,25,1
12428,6.0,24.0,70.0,117545.0,19951.0,3231.0,3858.0,4457.0,3046.0,1828.0,379.0,24,0
8524,6.0,0.0,0.0,71191.0,21807.0,7082.0,23532.0,18860.0,87461.0,158484.0,26740.0,24,1
5226,0.0,38.0,51.0,501348.0,314989.0,59137.0,11597.0,39410.0,20731.0,9089.0,9203.0,24,1
6515,0.0,41.0,51.0,803027.0,66881.0,13232.0,17071.0,5873.0,9899.0,5705.0,1570.0,24,1
12650,8.0,47.0,53.0,226010.0,349827.0,19081.0,48813.0,56600.0,30534.0,66261.0,22601.0,24,0
7359,7.0,50.0,84.0,570647.0,53878.0,47352.0,7085.0,13590.0,9130.0,7522.0,1194.0,24,1
10891,4.0,38.0,37.0,30821.0,3727.0,3203.0,726.0,3551.0,632.0,601.0,222.0,25,1
12555,7.0,20.0,23.0,2429894.0,1817290.0,354294.0,181688.0,163090.0,166181.0,365456.0,54829.0,24,0
2004,5.0,75.0,74.0,419956.0,8415.0,1675.0,6341.0,1893.0,2084.0,1230.0,577.0,24,1
12246,5.0,61.0,7.0,1374649.0,180348.0,13145.0,30676.0,21138.0,30525.0,8914.0,4857.0,24,0
3047,3.0,35.0,70.0,3531.0,13111.0,18672.0,3674.0,5441.0,5568.0,2205.0,1893.0,31,1
11340,8.0,43.0,83.0,152524.0,62903.0,15941.0,24685.0,8291.0,9968.0,12973.0,2035.0,25,1
4639,5.0,50.0,51.0,359397.0,152854.0,45532.0,17571.0,21860.0,8604.0,9589.0,12715.0,28,0
6005,6.0,21.0,37.0,34213.0,59802.0,15143.0,27352.0,18504.0,9068.0,7252.0,6235.0,24,1
7388,7.0,60.0,81.0,548620.0,69185.0,15836.0,12437.0,4399.0,8095.0,6345.0,531.0,24,1
3095,4.0,78.0,77.0,5671.0,11643.0,6874.0,8241.0,8378.0,10615.0,7456.0,10585.0,31,1
5399,1.0,47.0,37.0,368494.0,135242.0,14807.0,49124.0,14225.0,30344.0,7891.0,8501.0,24,1
3285,5.0,97.0,87.0,5589.0,5916.0,8636.0,13259.0,6899.0,10460.0,11170.0,6546.0,31,1
6013,6.0,47.0,50.0,11161.0,15783.0,5787.0,1266.0,2572.0,2712.0,2709.0,2809.0,24,1
7947,1.0,0.0,0.0,481706.0,137997.0,27575.0,14236.0,81284.0,224207.0,107978.0,47226.0,24,1
5357,1.0,20.0,35.0,234595.0,22740.0,2082.0,4511.0,2690.0,1212.0,1554.0,1417.0,24,1
1313,0.0,56.0,81.0,7490.0,6998.0,8644.0,8441.0,17534.0,6650.0,1858.0,1732.0,24,1
11859,2.0,43.0,26.0,2244261.0,133578.0,19533.0,14510.0,5892.0,24462.0,18975.0,672.0,24,0
6957,3.0,47.0,41.0,622276.0,490377.0,58134.0,26213.0,81230.0,41658.0,14249.0,9622.0,24,1
9644,4.0,66.0,37.0,105167.0,3878.0,11014.0,8608.0,3785.0,9216.0,3700.0,7323.0,25,1
2903,2.0,69.0,64.0,23178.0,9518.0,8420.0,6010.0,5295.0,4624.0,2773.0,2525.0,31,1
5828,5.0,29.0,84.0,343714.0,6786.0,2152.0,848.0,1620.0,1124.0,619.0,762.0,24,1
3333,5.0,63.0,88.0,9828.0,14820.0,4041.0,15210.0,1833.0,7385.0,10405.0,8826.0,31,1
3053,3.0,13.0,30.0,23035.0,20183.0,5978.0,10018.0,12222.0,10555.0,1902.0,1273.0,31,1
9497,3.0,14.0,66.0,109773.0,22985.0,5319.0,5450.0,1572.0,3715.0,2369.0,1857.0,25,1
10550,2.0,29.0,44.0,1330954.0,918422.0,109656.0,55201.0,16147.0,45420.0,16156.0,7821.0,25,1
2269,7.0,37.0,61.0,224384.0,6970.0,16684.0,1068.0,2535.0,3484.0,1447.0,614.0,24,1
12736,9.0,37.0,21.0,2513121.0,143071.0,108635.0,52950.0,25880.0,38551.0,27434.0,4483.0,24,0
10529,1.0,53.0,61.0,885974.0,26076.0,8103.0,31333.0,10022.0,3822.0,3497.0,2522.0,25,1
8514,6.0,0.0,0.0,881175.0,421228.0,186872.0,145887.0,117210.0,92465.0,212479.0,45327.0,24,1
12397,6.0,20.0,66.0,1474023.0,881813.0,609017.0,36148.0,96245.0,37465.0,55044.0,18997.0,24,0
10876,4.0,34.0,30.0,744908.0,138712.0,5981.0,29030.0,9229.0,7054.0,8569.0,4513.0,25,1
4659,6.0,81.0,54.0,51371.0,136688.0,8302.0,13606.0,34650.0,26956.0,8768.0,7831.0,28,0
11294,7.0,48.0,57.0,727490.0,53280.0,31410.0,20959.0,4828.0,8608.0,3550.0,4323.0,25,1
5824,5.0,43.0,64.0,609043.0,34588.0,3102.0,15180.0,3411.0,8197.0,5048.0,4241.0,24,1
2114,6.0,63.0,66.0,449253.0,15158.0,5612.0,3912.0,2311.0,1906.0,713.0,743.0,24,1
8948,9.0,0.0,0.0,2366689.0,590662.0,380953.0,115368.0,94292.0,58910.0,61386.0,51293.0,24,1
6768,2.0,40.0,35.0,59500.0,101382.0,13664.0,2842.0,6265.0,4624.0,4987.0,569.0,24,1
6174,7.0,29.0,41.0,562076.0,354455.0,22851.0,7036.0,26529.0,20428.0,5171.0,7105.0,24,1
2602,0.0,50.0,81.0,4656.0,13033.0,2393.0,13729.0,2532.0,7545.0,1048.0,1505.0,31,1
7660,9.0,43.0,53.0,49191.0,29501.0,5254.0,2674.0,2024.0,3135.0,1463.0,249.0,24,1
8944,9.0,0.0,0.0,338533.0,140309.0,19679.0,19345.0,43183.0,42248.0,22331.0,10204.0,24,1
9450,3.0,41.0,34.0,1693972.0,85567.0,9908.0,1877.0,13887.0,5218.0,5697.0,6319.0,25,1
4608,5.0,61.0,54.0,937492.0,53628.0,864.0,10646.0,18877.0,7928.0,5975.0,1025.0,28,0
520,3.0,37.0,74.0,468688.0,31851.0,30545.0,5060.0,13121.0,21857.0,10597.0,5739.0,25,1
8956,9.0,0.0,0.0,1796566.0,139721.0,48508.0,136521.0,46323.0,75673.0,62663.0,31740.0,24,1
8819,8.0,0.0,0.0,962404.0,76657.0,123448.0,115481.0,67566.0,165909.0,102921.0,66193.0,24,1
7889,1.0,0.0,0.0,564415.0,94834.0,8542.0,108365.0,113424.0,183991.0,205298.0,73815.0,24,1
7007,4.0,44.0,51.0,892029.0,68436.0,20286.0,50074.0,8747.0,8696.0,10314.0,1133.0,24,1
1092,8.0,47.0,56.0,387835.0,80822.0,3151.0,9035.0,8019.0,4150.0,12041.0,5355.0,25,1
6029,6.0,61.0,44.0,8113.0,5085.0,2257.0,1956.0,2240.0,9244.0,6809.0,7681.0,24,1
6505,0.0,61.0,47.0,361583.0,212574.0,65030.0,36615.0,54385.0,38437.0,23201.0,9697.0,24,1
10242,9.0,66.0,56.0,5741.0,21433.0,2957.0,13323.0,17337.0,62971.0,7135.0,6361.0,25,1
3771,9.0,48.0,54.0,7966.0,9658.0,2153.0,10627.0,6793.0,4369.0,2032.0,2470.0,31,1
1109,8.0,67.0,50.0,191730.0,43825.0,22812.0,18564.0,5365.0,13661.0,12654.0,4705.0,25,1
1038,8.0,75.0,61.0,412316.0,68847.0,3481.0,6171.0,5421.0,12903.0,20826.0,8200.0,25,1
4878,7.0,51.0,44.0,1333509.0,60854.0,107718.0,7412.0,16512.0,17669.0,13990.0,4580.0,28,0
20,0.0,70.0,66.0,87109.0,7200.0,4987.0,2817.0,2130.0,11413.0,9422.0,4922.0,25,1
11961,2.0,11.0,78.0,157030.0,8054.0,8949.0,2558.0,2255.0,2480.0,2551.0,212.0,24,0
4861,7.0,61.0,53.0,112360.0,82017.0,24277.0,5438.0,15676.0,11611.0,11233.0,2605.0,28,0
934,7.0,34.0,53.0,281373.0,161420.0,80000.0,31661.0,12748.0,38439.0,44810.0,13114.0,25,1
10307,0.0,57.0,40.0,54457.0,15507.0,5252.0,7922.0,3723.0,12039.0,3552.0,5356.0,25,1
11567,0.0,29.0,66.0,809383.0,37519.0,13087.0,62556.0,29020.0,16912.0,24903.0,1290.0,24,0
12092,3.0,29.0,66.0,146814.0,52305.0,18289.0,54101.0,10109.0,16337.0,22745.0,928.0,24,0
1726,3.0,26.0,50.0,1961647.0,130630.0,16657.0,19656.0,37769.0,31669.0,13848.0,2875.0,24,1
8799,8.0,0.0,0.0,1773283.0,214353.0,217800.0,198912.0,216784.0,121055.0,147416.0,62621.0,24,1
11982,3.0,57.0,53.0,2265079.0,48307.0,82437.0,140472.0,15464.0,227432.0,30097.0,6403.0,24,0
1737,3.0,24.0,35.0,2112306.0,97192.0,171054.0,207796.0,170785.0,78764.0,27209.0,15174.0,24,1
8981,9.0,0.0,0.0,9545.0,52890.0,3542.0,3628.0,4565.0,5836.0,1937.0,2690.0,24,1
561,4.0,30.0,24.0,865832.0,455688.0,32425.0,21677.0,7509.0,9069.0,25413.0,19033.0,25,1
5230,0.0,40.0,40.0,75173.0,31950.0,19424.0,21915.0,13973.0,11477.0,10411.0,7514.0,24,1
11811,1.0,53.0,37.0,480016.0,23484.0,12529.0,12258.0,4110.0,15153.0,10428.0,891.0,24,0
10159,9.0,56.0,60.0,180565.0,71805.0,47657.0,28080.0,47118.0,25681.0,37120.0,23923.0,25,1
1162,9.0,23.0,26.0,539506.0,131454.0,34897.0,11359.0,9635.0,46770.0,21183.0,4414.0,25,1
7583,8.0,24.0,41.0,377289.0,88900.0,3792.0,18168.0,10756.0,4881.0,3337.0,1021.0,24,1
8563,6.0,0.0,0.0,1993460.0,226485.0,143608.0,579445.0,185888.0,131431.0,74079.0,91192.0,24,1
6478,0.0,48.0,56.0,45177.0,37276.0,8131.0,2165.0,742.0,3457.0,1465.0,372.0,24,1
1527,1.0,60.0,23.0,36665.0,11762.0,13486.0,2123.0,85164.0,7712.0,3806.0,2516.0,24,1
8424,5.0,0.0,0.0,327270.0,51023.0,32339.0,18813.0,23522.0,50137.0,26554.0,16104.0,24,1
2930,2.0,54.0,83.0,9882.0,12528.0,8025.0,1609.0,7669.0,4035.0,8395.0,3776.0,31,1
58,0.0,94.0,43.0,123433.0,5574.0,1187.0,12653.0,7270.0,58306.0,20809.0,12424.0,25,1
6800,2.0,38.0,60.0,298766.0,78942.0,8332.0,9218.0,5380.0,3946.0,8839.0,336.0,24,1
11409,8.0,38.0,60.0,1911165.0,317626.0,76575.0,14128.0,70464.0,26266.0,8624.0,4606.0,25,1
11568,0.0,20.0,67.0,1797368.0,142523.0,23969.0,46694.0,12530.0,10035.0,9873.0,3800.0,24,0
2291,7.0,48.0,51.0,112200.0,99064.0,31796.0,4948.0,5813.0,8356.0,1860.0,1201.0,24,1
11682,0.0,27.0,48.0,235877.0,47655.0,2910.0,10108.0,1128.0,7863.0,1245.0,391.0,24,0
10987,5.0,17.0,54.0,904584.0,127600.0,178993.0,265412.0,33144.0,18156.0,19273.0,6112.0,25,1
12374,6.0,7.0,61.0,651719.0,114685.0,29890.0,78592.0,15568.0,11026.0,9938.0,1259.0,24,0
12673,8.0,47.0,34.0,504792.0,111482.0,81136.0,22937.0,11697.0,115131.0,74736.0,28344.0,24,0
9886,6.0,53.0,87.0,270064.0,43120.0,38981.0,42246.0,34455.0,25560.0,13598.0,9263.0,25,1
1649,2.0,30.0,74.0,160544.0,82858.0,13124.0,4858.0,11203.0,1810.0,2144.0,797.0,24,1
11403,8.0,47.0,48.0,82638.0,74430.0,22196.0,16158.0,5722.0,6597.0,5128.0,2003.0,25,1
2724,1.0,47.0,70.0,10174.0,10859.0,4348.0,9921.0,2996.0,7220.0,2952.0,3210.0,31,1
7856,0.0,0.0,0.0,368390.0,91700.0,6766.0,16028.0,16947.0,10833.0,11214.0,10699.0,24,1
9217,1.0,64.0,50.0,2335146.0,363811.0,56393.0,86632.0,38101.0,38272.0,42423.0,28699.0,25,1
6058,6.0,47.0,57.0,173425.0,75025.0,17111.0,3549.0,2879.0,5700.0,1968.0,2092.0,24,1
12171,4.0,16.0,50.0,2225757.0,1883497.0,684034.0,207906.0,77717.0,232958.0,129632.0,14758.0,24,0
4782,7.0,40.0,54.0,497065.0,99868.0,79183.0,65865.0,30573.0,12494.0,5165.0,7834.0,28,0
6741,2.0,56.0,83.0,525535.0,168373.0,62664.0,105748.0,33324.0,22273.0,10739.0,7010.0,24,1
6835,2.0,11.0,26.0,153237.0,184821.0,40360.0,10765.0,3666.0,4317.0,1273.0,1916.0,24,1
3870,0.0,69.0,29.0,1912876.0,49366.0,9381.0,48620.0,7162.0,36471.0,8780.0,3154.0,28,0
11575,0.0,35.0,57.0,792470.0,140121.0,29320.0,109162.0,89918.0,88390.0,124963.0,7975.0,24,0
12181,4.0,8.0,47.0,3308379.0,183527.0,59520.0,8942.0,12212.0,12785.0,48958.0,3223.0,24,0
2907,2.0,100.0,23.0,17205.0,15477.0,1099.0,2722.0,7816.0,16589.0,1652.0,2125.0,31,1
9216,1.0,78.0,40.0,1033973.0,475006.0,40595.0,29270.0,32646.0,68887.0,53757.0,35446.0,25,1
3538,7.0,27.0,74.0,3981.0,18964.0,4238.0,4969.0,3737.0,5721.0,2259.0,1327.0,31,1
11692,0.0,35.0,38.0,1156819.0,211816.0,4222.0,28973.0,8395.0,10728.0,18954.0,918.0,24,0
